25000
3301,7939,1002,10592,11466,5589
10592,9360,1856,3301,5126,11466,5589,5245
5126,5988,1617,10592,11355,5589,5245,4460
11355,8741,2088,5126,13999,5245,4460,9519
13999,9331,4697,11355,20252,4460,9519,23478
20252,5780,6473,13999,11439,9519,23478,17172
11439,3329,7731,20252,15763,23478,17172,11357
15763,6235,1912,11439,5636,17172,11357,13671
5636,3442,5873,15763,20911,11357,13671,11140
20911,2251,9984,5636,11114,13671,11140,5566
11114,5984,8852,20911,2348,11140,5566,15769
2348,5143,6106,11114,22254,5566,15769,11184
22254,4894,2512,2348,21725,15769,11184,20636
21725,8033,3355,22254,21993,11184,20636,6449
21993,1670,9502,21725,21754,20636,6449,16906
21754,2139,5962,21993,11494,6449,16906,13177
11494,504,1499,21754,9867,16906,13177,4273
9867,7818,6492,11494,5469,13177,4273,3675
5469,3117,2912,9867,24398,4273,3675,14925
24398,4932,8800,5469,3277,3675,14925,4320
3277,7609,713,24398,13897,14925,4320,19395
13897,5273,7291,3277,5658,4320,19395,2228
5658,8444,1508,13897,4232,19395,2228,4922
4232,9203,1886,5658,4405,2228,4922,7054
4405,3733,1454,4232,21193,4922,7054,20861
21193,8222,9717,4405,5512,7054,20861,9146
5512,6658,3365,21193,16798,20861,9146,21716
16798,2176,1552,5512,11160,9146,21716,16619
11160,2230,209,16798,7962,21716,16619,10344
7962,1259,3900,11160,1330,16619,10344,10483
1330,9711,3398,7962,5861,10344,10483,22628
5861,9862,6567,1330,21400,10483,22628,10502
21400,1250,4033,5861,17712,22628,10502,20931
17712,3059,719,21400,12013,10502,20931,23330
12013,3297,7992,17712,17834,20931,23330,10401
17834,9519,7258,12013,13134,23330,10401,10225
13134,5057,1144,17834,11704,10401,10225,16701
11704,4549,3501,13134,5743,10225,16701,22329
5743,9005,3752,11704,19921,16701,22329,17316
19921,1739,2738,5743,10861,22329,17316,4723
10861,1558,9961,19921,4397,17316,4723,14610
4397,2456,4568,10861,11164,4723,14610,4632
11164,9678,984,4397,4742,14610,4632,8040
4742,6121,8260,11164,8680,4632,8040,17569
8680,1193,3732,4742,14371,8040,17569,11318
14371,8513,7257,8680,24064,17569,11318,21202
24064,7131,8375,14371,5842,11318,21202,2805
5842,3824,8381,24064,20296,21202,2805,22212
20296,8760,3236,5842,1831,2805,22212,4700
1831,9100,2057,20296,19197,22212,4700,5606
19197,7580,4971,1831,18737,4700,5606,15174
18737,9316,2637,19197,15987,5606,15174,3380
15987,6115,217,18737,14134,15174,3380,21851
14134,6138,5120,15987,24195,3380,21851,23289
24195,322,4229,14134,1582,21851,23289,17769
1582,4211,8232,24195,21710,23289,17769,12523
21710,542,3019,1582,17704,17769,12523,6686
17704,2801,220,21710,10418,12523,6686,4403
10418,4003,8922,17704,19479,6686,4403,19450
19479,4833,1548,10418,9736,4403,19450,672
9736,9006,3346,19479,17488,19450,672,7095
17488,5157,6137,9736,14199,672,7095,6124
14199,8073,8982,17488,10828,7095,6124,3719
10828,870,6834,14199,5889,6124,3719,11848
5889,8570,6322,10828,586,3719,11848,800
586,5243,6150,5889,13879,11848,800,21590
13879,1293,911,586,12965,800,21590,348
12965,8787,3761,13879,12499,21590,348,15613
12499,1129,1277,12965,4258,348,15613,7778
4258,5233,7803,12499,191,15613,7778,18035
191,1858,5796,4258,12049,7778,18035,21951
12049,6035,2400,191,14318,18035,21951,204
14318,8815,8836,12049,21337,21951,204,19835
21337,8972,9170,14318,22038,204,19835,15610
22038,4110,3805,21337,20427,19835,15610,8711
20427,719,3117,22038,20905,15610,8711,12205
20905,3503,2228,20427,18092,8711,12205,4545
18092,9254,1577,20905,3536,12205,4545,17734
3536,7562,6477,18092,21026,4545,17734,4612
21026,8411,6132,3536,16373,17734,4612,13096
16373,2799,3654,21026,1156,4612,13096,20558
1156,2282,445,16373,16613,13096,20558,22792
16613,918,7421,1156,12443,20558,22792,8386
12443,558,2047,16613,11903,22792,8386,20192
11903,5050,5791,12443,11875,8386,20192,9276
11875,9850,6908,11903,21897,20192,9276,2421
21897,1588,5885,11875,11446,9276,2421,5358
11446,5660,6755,21897,4672,2421,5358,6037
4672,1074,4633,11446,6365,5358,6037,23373
6365,5926,5184,4672,4143,6037,23373,17716
4143,4790,2997,6365,23916,23373,17716,9072
23916,8301,8294,4143,23544,17716,9072,18209
23544,1577,3908,23916,9077,9072,18209,8228
9077,9871,9140,23544,15370,18209,8228,23491
15370,385,4634,9077,7091,8228,23491,1917
7091,5272,9536,15370,16225,23491,1917,14671
16225,4640,3907,7091,24772,1917,14671,13388
24772,6333,5558,16225,9911,14671,13388,2809
9911,7680,6891,24772,4368,13388,2809,10600
4368,3957,2731,9911,10466,2809,10600,5053
10466,9035,159,4368,2034,10600,5053,23881
2034,5991,6975,10466,1368,5053,23881,2826
1368,2397,1652,2034,20376,23881,2826,15647
20376,3730,3471,1368,2613,2826,15647,10526
2613,2637,6008,20376,18052,15647,10526,23728
18052,5007,7427,2613,11286,10526,23728,16843
11286,5357,3309,18052,12166,23728,16843,20578
12166,2073,6935,11286,2837,16843,20578,4057
2837,3569,8296,12166,3539,20578,4057,9446
3539,2427,306,2837,7192,4057,9446,3108
7192,2930,7699,3539,23500,9446,3108,20618
23500,9842,7571,7192,10045,3108,20618,10782
10045,7958,2528,23500,3635,20618,10782,11172
3635,9481,1991,10045,9127,10782,11172,1254
9127,5771,9791,3635,19116,11172,1254,16212
19116,1074,4806,9127,3332,1254,16212,12524
3332,9950,7065,19116,341,16212,12524,176
341,8133,2347,3332,7043,12524,176,8371
7043,5069,1864,341,6498,176,8371,2222
6498,2170,7706,7043,11559,8371,2222,22406
11559,4224,7178,6498,24845,2222,22406,19669
24845,1486,5934,11559,22926,22406,19669,23338
22926,6839,3559,24845,6914,19669,23338,6660
6914,2869,408,22926,2095,23338,6660,1496
2095,8208,5296,6914,22444,6660,1496,15542
