25000
11423,6777,3965,19721,19169,16191
19721,8618,4591,11423,2621,19169,16191,20613
2621,9648,4488,19721,18277,16191,20613,10365
18277,6866,4394,2621,12435,20613,10365,16169
12435,9737,4194,18277,3495,10365,16169,12017
3495,8471,6887,12435,5473,16169,12017,15968
5473,1020,2124,3495,1141,12017,15968,21832
1141,9719,7455,5473,20841,15968,21832,20819
20841,1090,2262,1141,23639,21832,20819,2827
23639,7618,7130,20841,17750,20819,2827,13281
17750,5834,468,23639,24902,2827,13281,20017
24902,8944,9475,17750,9366,13281,20017,5370
9366,553,9652,24902,12311,20017,5370,15569
12311,4072,1202,9366,491,5370,15569,21493
491,3797,6778,12311,4684,15569,21493,1373
4684,5387,574,491,8137,21493,1373,10780
8137,743,357,4684,1003,1373,10780,16444
1003,1517,392,8137,9797,10780,16444,10214
9797,4846,8384,1003,19878,16444,10214,22636
19878,1138,935,9797,15763,10214,22636,14021
15763,8930,9610,19878,1556,22636,14021,8253
1556,7822,6302,15763,7105,14021,8253,21782
7105,8086,3893,1556,2362,8253,21782,12395
2362,109,9177,7105,8215,21782,12395,10895
8215,2508,7727,2362,485,12395,10895,2403
485,2659,8342,8215,9624,10895,2403,16483
9624,4547,7956,485,7976,2403,16483,22521
7976,4169,5101,9624,18043,16483,22521,18866
18043,7608,4593,7976,14474,22521,18866,24519
14474,2655,1405,18043,18146,18866,24519,9434
18146,1372,8043,14474,12355,24519,9434,21933
12355,8332,2115,18146,24283,9434,21933,6974
24283,4752,9849,12355,18586,21933,6974,8364
18586,2507,9598,24283,13846,6974,8364,8708
13846,4585,3646,18586,2635,8364,8708,16212
2635,6885,9867,13846,6758,8708,16212,16039
6758,9608,1059,2635,22656,16212,16039,6545
22656,6169,7694,6758,4334,16039,6545,12223
4334,4953,6278,22656,17546,6545,12223,16747
17546,3223,3813,4334,5728,12223,16747,14206
5728,357,2235,17546,16235,16747,14206,23989
16235,8507,4905,5728,18346,14206,23989,15600
18346,191,2676,16235,10798,23989,15600,17627
10798,6,7799,18346,10515,15600,17627,4723
10515,3622,2661,10798,24914,17627,4723,22433
24914,5557,4994,10515,20910,4723,22433,20218
20910,7056,241,24914,17201,22433,20218,17558
17201,7109,1809,20910,3673,20218,17558,5067
3673,90,5969,17201,9992,17558,5067,21090
9992,7759,1028,3673,15895,5067,21090,7877
