25000
11675,5360,1956,17756,17024,22318
17756,8744,5808,11675,21176,17024,22318,16884
21176,6290,3824,17756,9697,22318,16884,15112
9697,9443,4926,21176,10028,16884,15112,24853
10028,2895,8858,9697,19842,15112,24853,9774
19842,7830,7717,10028,6556,24853,9774,16603
6556,4624,8505,19842,20373,9774,16603,20508
20373,347,8125,6556,21569,16603,20508,14184
21569,8939,2143,20373,20770,20508,14184,12840
20770,9153,7600,21569,24486,14184,12840,19632
24486,43,6538,20770,16470,12840,19632,10013
16470,3292,1250,24486,7668,19632,10013,966
7668,4199,7904,16470,13419,10013,966,22202
13419,9552,7811,7668,17554,966,22202,12855
17554,6242,9579,13419,5245,22202,12855,18890
5245,6916,7954,17554,11812,12855,18890,5371
11812,7888,2012,5245,9465,18890,5371,18570
9465,115,4178,11812,454,5371,18570,5469
454,5837,9558,9465,20999,18570,5469,13886
20999,5456,5084,454,12114,5469,13886,759
12114,8416,3286,20999,1781,13886,759,10430
1781,2801,3040,12114,2037,759,10430,1374
2037,8144,3148,1781,11724,10430,1374,12054
11724,1166,7083,2037,24867,1374,12054,10739
24867,1643,6671,11724,17885,12054,10739,24608
17885,1036,8039,24867,17357,10739,24608,18480
17357,9561,4328,17885,18395,24608,18480,19895
18395,9289,3761,17357,22664,18480,19895,14591
22664,8584,8841,18395,11364,19895,14591,8321
11364,7924,1178,22664,22966,14591,8321,19017
22966,4773,1192,11364,13380,8321,19017,20687
13380,5485,2661,22966,17564,19017,20687,13750
17564,3205,5600,13380,17696,20687,13750,10674
17696,6839,5394,17564,4035,13750,10674,19880
4035,5158,8647,17696,686,10674,19880,6880
686,6830,3574,4035,21452,19880,6880,6971
21452,1934,5983,686,5598,6880,6971,5311
5598,2966,78,21452,9736,6971,5311,10953
9736,5483,484,5598,474,5311,10953,6142
474,3513,7126,9736,13973,10953,6142,5650
13973,3507,901,474,9349,6142,5650,19595
9349,5165,3069,13973,12259,5650,19595,20449
12259,1581,806,9349,13899,19595,20449,15934
13899,3182,6517,12259,755,20449,15934,21103
755,6000,1106,13899,24938,15934,21103,4579
24938,7696,773,755,11709,21103,4579,12015
11709,8650,3181,24938,23848,4579,12015,20242
23848,3434,1855,11709,11657,12015,20242,13708
11657,8781,6625,23848,6580,20242,13708,790
6580,3601,291,11657,9143,13708,790,14344
9143,5272,431,6580,10380,790,14344,22726
10380,217,7206,9143,21906,14344,22726,15852
21906,6414,3183,10380,12532,22726,15852,24855
12532,3636,1897,21906,15632,15852,24855,5021
15632,20,3502,12532,2808,24855,5021,13415
2808,5376,3527,15632,9081,5021,13415,14651
9081,4403,541,2808,923,13415,14651,13809
923,2948,2337,9081,14687,14651,13809,9543
14687,7700,6130,923,8508,13809,9543,19705
8508,8854,3700,14687,24802,9543,19705,24380
24802,3588,6550,8508,11714,19705,24380,11273
11714,4473,2239,24802,9766,24380,11273,11665
9766,6083,4259,11714,23949,11273,11665,10557
23949,446,1216,9766,12745,11665,10557,8018
12745,884,400,23949,2348,10557,8018,14542
2348,1507,2508,12745,5346,8018,14542,20492
5346,7183,1724,2348,13911,14542,20492,24226
13911,6067,9950,5346,9431,20492,24226,9470
9431,1260,6055,13911,10544,24226,9470,5819
10544,1847,1280,9431,6490,9470,5819,14469
6490,9557,3575,10544,18609,5819,14469,1564
18609,1159,313,6490,9375,14469,1564,15818
9375,469,4108,18609,12417,1564,15818,7391
12417,2650,8169,9375,17539,15818,7391,3614
17539,6590,1504,12417,9374,7391,3614,8385
9374,1869,6531,17539,22450,3614,8385,21013
22450,4407,2694,9374,817,8385,21013,12943
817,5122,6842,22450,6115,21013,12943,24645
