25000
23444,3497,6120,10704,21813,255
10704,1942,1597,23444,20657,21813,255,19953
20657,5539,5833,10704,19878,255,19953,24631
19878,6522,5816,20657,10995,19953,24631,7271
10995,3176,6983,19878,9403,24631,7271,10157
9403,7526,9582,10995,13511,7271,10157,3925
13511,2401,4210,9403,24893,10157,3925,4783
24893,3357,9418,13511,9679,3925,4783,9378
9679,9370,7166,24893,4703,4783,9378,11266
4703,8848,2843,9679,22929,9378,11266,17029
22929,2347,2344,4703,13635,11266,17029,22725
13635,9800,6194,22929,13271,17029,22725,21145
13271,5967,4063,13635,23550,22725,21145,13714
23550,3208,2134,13271,15030,21145,13714,5464
15030,298,4585,23550,10917,13714,5464,23077
10917,4551,3795,15030,7965,5464,23077,24728
7965,7058,2845,10917,3225,23077,24728,22351
3225,1744,8949,7965,15111,24728,22351,7172
15111,8678,8266,3225,24951,22351,7172,2988
24951,4765,8207,15111,3807,7172,2988,12284
3807,5249,8643,24951,321,2988,12284,162
321,7789,4003,3807,21441,12284,162,11908
21441,9206,7498,321,7556,162,11908,3146
7556,3421,8576,21441,3534,11908,3146,13330
3534,1016,8621,7556,9695,3146,13330,7235
9695,7771,9716,3534,20578,13330,7235,9938
20578,965,7572,9695,7637,7235,9938,18314
7637,5910,3284,20578,9263,9938,18314,24969
9263,1635,5470,7637,1919,18314,24969,4226
1919,1770,8285,9263,9258,24969,4226,24621
9258,6408,2673,1919,11089,4226,24621,22680
11089,2080,3466,9258,3169,24621,22680,82
3169,5518,3825,11089,9376,22680,82,24980
9376,2415,549,3169,5906,82,24980,4471
5906,8443,3532,9376,22994,24980,4471,5408
22994,8756,45,5906,9897,4471,5408,22788
9897,8528,2897,22994,16897,5408,22788,10641
16897,4048,7734,9897,7741,22788,10641,12646
7741,6747,3821,16897,21497,10641,12646,23026
21497,2662,7763,7741,13508,12646,23026,9641
13508,2442,434,21497,6873,23026,9641,6264
6873,7479,9759,13508,5353,9641,6264,12110
5353,4358,3389,6873,16262,6264,12110,18466
16262,9395,2345,5353,22496,12110,18466,23404
22496,5212,1166,16262,20414,18466,23404,22451
20414,630,1620,22496,18859,23404,22451,19029
18859,3839,2710,20414,4926,22451,19029,9663
4926,5086,5710,18859,6858,19029,9663,20215
6858,2887,3853,4926,8614,9663,20215,24459
8614,6259,7683,6858,23614,20215,24459,16436
23614,7385,5015,8614,1830,24459,16436,8443
1830,7728,2265,23614,5713,16436,8443,1420
5713,4264,1776,1830,13871,8443,1420,15851
13871,9999,1011,5713,18731,1420,15851,19386
18731,1949,2662,13871,10680,15851,19386,11376
10680,8774,743,18731,24364,19386,11376,21825
24364,9448,6254,10680,23012,11376,21825,5307
23012,502,3806,24364,11467,21825,5307,3899
11467,5995,9897,23012,15615,5307,3899,18717
15615,6151,7559,11467,20099,3899,18717,1468
20099,7415,3133,15615,14181,18717,1468,17182
14181,9179,7607,20099,21422,1468,17182,9546
21422,5843,617,14181,14743,17182,9546,14852
14743,3317,5083,21422,837,9546,14852,2599
837,4470,9576,14743,19471,14852,2599,15981
19471,2766,8208,837,1237,2599,15981,21509
1237,943,6846,19471,4283,15981,21509,315
4283,473,1559,1237,10492,21509,315,8291
10492,8622,6825,4283,448,315,8291,1077
448,2570,6923,10492,10322,8291,1077,1054
10322,9487,7696,448,3840,1077,1054,20209
3840,7666,5287,10322,15265,1054,20209,23763
15265,3950,8168,3840,6359,20209,23763,8635
6359,9093,6298,15265,16904,23763,8635,8309
16904,4417,1596,6359,12113,8635,8309,19542
12113,209,8185,16904,11069,8309,19542,10493
11069,4729,9389,12113,1601,19542,10493,1530
1601,5792,6924,11069,16768,10493,1530,1080
16768,6358,9109,1601,1903,1530,1080,15407
1903,8359,7181,16768,23752,1080,15407,24176
23752,5037,7477,1903,16627,15407,24176,20624
16627,5389,2332,23752,4542,24176,20624,2150
