25000
18598,1605,2025,22298,20974,5840
22298,7934,4267,18598,13585,20974,5840,17166
13585,9210,2417,22298,14666,5840,17166,2356
14666,6355,9950,13585,3508,17166,2356,14411
3508,5132,6478,14666,13203,2356,14411,20837
13203,9856,4295,3508,21607,14411,20837,12243
21607,3658,4864,13203,16627,20837,12243,2421
16627,2643,107,21607,3364,12243,2421,6954
3364,357,3484,16627,21609,2421,6954,8853
21609,360,5893,3364,9346,6954,8853,5026
9346,5964,8793,21609,22017,8853,5026,22954
22017,2943,4927,9346,8926,5026,22954,17043
8926,4955,2054,22017,21947,22954,17043,21480
21947,8174,7369,8926,23372,17043,21480,9552
23372,2080,5620,21947,19423,21480,9552,21927
19423,903,37,23372,10690,9552,21927,18521
10690,7645,8837,19423,888,21927,18521,20064
888,4304,3207,10690,17355,18521,20064,2859
17355,7606,7011,888,22228,20064,2859,19889
22228,3158,2739,17355,2604,2859,19889,9230
2604,3490,3014,22228,16883,19889,9230,1280
16883,3386,3500,2604,24971,9230,1280,9881
24971,4231,2381,16883,21268,1280,9881,22697
21268,3607,4588,24971,18648,9881,22697,732
18648,2218,320,21268,11191,22697,732,21644
11191,6834,8182,18648,4585,732,21644,1131
4585,9113,9777,11191,19230,21644,1131,8428
19230,9461,420,4585,19494,1131,8428,11825
19494,1831,7636,19230,17344,8428,11825,10729
17344,7789,263,19494,22314,11825,10729,16771
22314,3256,8692,17344,4640,10729,16771,10753
4640,6652,902,22314,8007,16771,10753,23277
8007,3881,956,4640,23101,10753,23277,2104
23101,4109,1488,8007,19918,23277,2104,14859
19918,4319,3619,23101,7714,2104,14859,8921
7714,579,4161,19918,6494,14859,8921,5784
6494,2986,317,7714,12585,8921,5784,1538
12585,7661,7217,6494,3927,5784,1538,14176
3927,2698,7621,12585,13230,1538,14176,20312
13230,8157,4916,3927,7929,14176,20312,12159
7929,7941,4991,13230,19061,20312,12159,17792
19061,9450,7054,7929,18837,12159,17792,5882
18837,1120,8912,19061,21906,17792,5882,6501
21906,7474,2951,18837,23923,5882,6501,3934
23923,6548,5263,21906,2014,6501,3934,12612
2014,9566,6156,23923,24104,3934,12612,3074
24104,308,6218,2014,15369,12612,3074,8305
15369,3410,4189,24104,872,3074,8305,6172
872,3526,3872,15369,12417,8305,6172,11810
12417,2029,7846,872,6492,6172,11810,8689
6492,7491,8960,12417,12804,11810,8689,14567
12804,2007,6829,6492,11267,8689,14567,6906
11267,9277,9669,12804,21221,14567,6906,21611
21221,398,1976,11267,4986,6906,21611,2372
4986,3642,8556,21221,8630,21611,2372,13187
8630,6892,1583,4986,21127,2372,13187,15576
21127,3547,6343,8630,18756,13187,15576,15362
18756,8637,4668,21127,16365,15576,15362,7
16365,5255,2463,18756,17642,15362,7,24113
17642,3971,8155,16365,3748,7,24113,8038
3748,4078,9890,17642,5953,24113,8038,21381
5953,663,4386,3748,24388,8038,21381,608
24388,6108,4074,5953,19801,21381,608,21453
19801,4928,9635,24388,18741,608,21453,11201
18741,7946,3309,19801,23314,21453,11201,24781
23314,3833,1789,18741,8886,11201,24781,6518
8886,2270,5840,23314,9815,24781,6518,14439
9815,8619,1547,8886,10227,6518,14439,11208
10227,1861,9017,9815,5018,14439,11208,9439
5018,9875,5503,10227,1069,11208,9439,4518
